Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
38.49547918391367,6.428330608605775,44.34058062423975,7.248258884976727,78.89752397084636,32.67346314900241,Clayey,Rabi,Cotton
32.60353047738851,21.667083454761887,48.58806669264503,5.466933627382683,86.38169812938229,21.744769573437082,Loamy,Zaid,Cotton
64.81995443437162,32.48375954585193,30.76422368613708,6.249995767066305,54.36444460360973,28.93776546639854,Loamy,Rabi,Cotton
77.81466556296185,43.52267661881311,12.743163180020819,5.838779487775126,59.26080648716983,33.62729428521242,Silty,Kharif,Cotton
99.64210148481801,28.740338302359266,12.878523263410655,7.3619163282769735,63.01536347560775,15.964295344844276,Sandy,Rabi,Cotton
49.37625016327689,14.86284316826312,60.121006815203906,5.377629277093368,49.701510760050624,29.293872006468494,Sandy,Zaid,Cotton
46.03188599109473,12.102754039982328,37.892418635376075,6.664544915472487,57.06235663672538,31.464752456817976,Clayey,Rabi,Cotton
78.56790938852699,42.144225190135735,11.334500315152349,6.473363415518865,78.8652144006318,32.48820041634686,Silty,Rabi,Cotton
25.623109112961597,42.320436209406246,78.24880774885797,6.929853584147069,57.59972135313363,26.24641698513917,Silty,Kharif,Cotton
45.532891535613075,37.3388030567705,60.355216075059495,6.641307100311042,61.62506860212039,33.82034618160886,Silty,Kharif,Wool
73.27695981081405,39.92547467924803,33.5622802290859,5.906355782294819,69.64463026574785,21.508522843488212,Clayey,Kharif,Wool
82.43786208032714,13.454560701331001,52.807970456897436,7.074372253695174,52.697410244044384,25.721960512819308,Clayey,Rabi,Wool
45.348551174325664,37.66794162262012,61.17281667116218,6.881931089781255,61.1350314514324,33.24010545240532,Silty,Kharif,Wool
82.65643028824671,13.225516027260706,51.43503122951233,7.817355873684099,53.2211050681272,25.428188984233085,Clayey,Rabi,Wool
37.17695127791501,23.556624435560234,77.04062257393876,6.805931112864852,53.49350313881994,18.49496810523531,Clayey,Zaid,Wool
79.64259098879148,12.36215405797222,36.70360511411874,7.776374854138184,49.923784418722,22.532821824676518,Clayey,Rabi,Wool
56.89852521719112,7.3166143141122415,56.522593713779465,5.698600177820635,66.86260637360037,22.54925839307314,Loamy,Zaid,Wool
88.3945525883765,27.853095374203644,35.447071407017,5.3453816861751475,82.05741288587681,31.918648026408967,Clayey,Kharif,Wool
55.58444481112463,7.201674884901916,55.90492113220981,6.216057171104043,66.86172421121731,22.56059484396073,Loamy,Zaid,Wool
95.47958515624664,15.950521017057774,63.29037457049684,5.680476798010833,82.2067197342702,23.9989191835308,Sandy,Rabi,Wool
76.15510234201791,32.36382334225053,67.06633638052092,7.7024105462164645,86.73797753053478,21.793193527298847,Loamy,Kharif,Wool
56.62973314459035,33.5802060021308,75.97736454315002,4.923602315223764,64.38573001973508,21.494673509565768,Clayey,Rabi,Wool
29.441095823870782,49.45073767533107,48.41908575199196,7.730820185006466,59.98455447300527,21.029846215681573,Loamy,Kharif,Wool
96.39238485244366,49.25414607889785,59.76867879157179,6.218757983905178,87.72366608363359,29.86523049212591,Loamy,Kharif,Wool
94.68048940920232,26.27330779757336,23.530248085190394,5.893293432306405,57.44615158950657,17.63227728712713,Loamy,Zaid,Wool
75.33930672086517,33.04095013870297,67.59023643338108,6.661404126338318,86.94801473801971,21.57498053496581,Loamy,Kharif,Wool
72.41520652906551,27.189295511995976,75.0361255629219,7.881900399718871,84.21966533484395,32.526998861946275,Sandy,Kharif,Wool
79.47860613922484,12.69446820381516,36.73803975779629,8.33233586264214,50.77957677533437,22.74730723367172,Clayey,Rabi,Wool
37.44480466089739,24.22051142571815,78.49007071930907,5.469590461088379,52.709745331245365,18.522317518047387,Clayey,Zaid,Wool
77.28191981024936,18.962623192951522,23.338635610520125,6.293356090147649,61.17938659644246,22.998586256185234,Loamy,Zaid,Wool
96.74789598327006,49.948258129798056,59.31196677479884,5.445053750757729,87.64069461415825,28.896824577084924,Loamy,Kharif,Wool
95.63726998253169,26.307027067450772,23.131391218881618,5.18086034655759,58.224722277536245,16.750486237313186,Loamy,Zaid,Wool
95.36810016534699,50.18757563199151,59.12827833029759,6.2754785239159405,87.89942384315742,29.4270726734697,Loamy,Kharif,Wool
15.94675186200745,32.7942195774545,16.608870172595182,6.54618803279617,63.46093560204872,16.83012361868435,Clayey,Kharif,Wool
18.805747217850715,8.483987762736488,61.52176326670836,6.51409498004477,72.80012468208051,24.235330461383697,Silty,Rabi,Wool
29.029293101384763,25.475327888381877,61.69243651071272,8.153936820544459,50.420550485499035,16.804781684643473,Sandy,Zaid,Wool
56.87048588568798,34.018154670566794,75.66542235573353,4.786867958158451,64.42392617935307,21.147390520072125,Clayey,Rabi,Wool
83.2343319639518,27.285379047807858,24.017312677198202,6.225808689302829,86.31278181214535,19.873998197250657,Sandy,Kharif,Wool
19.71358397868663,8.247190218874781,60.55476974738984,6.459768270897219,72.48473346097646,25.068210582515892,Silty,Rabi,Wool
73.0194192386134,27.304481902973937,76.73961525082959,6.319768153324817,84.42871167968714,32.24132618302529,Sandy,Kharif,Wool
73.49031654831109,9.897453465077028,68.94459621630527,6.037480293951672,78.666473542317,24.822030137754332,Clayey,Zaid,Wool
94.9907436248247,15.721186189769593,62.50163109208979,6.062658552870428,82.32628335116551,23.6566109371663,Sandy,Rabi,Wool
56.186533274072275,8.1709884731664,56.584897271827195,5.8725355346345856,67.61034563086227,22.800805940321112,Loamy,Zaid,Wool
28.89485476899217,26.10040924331252,62.03245502351629,6.4993219371732485,50.5396413495956,14.928283199814466,Sandy,Zaid,Wool
19.836641153054966,9.147842629675404,61.29840138182965,6.283221598611712,73.57734306404035,23.607571095248623,Silty,Rabi,Wool
81.62546039651112,8.328658409910942,41.63557072633134,5.75560585744758,67.24188387674924,21.153735316108314,Clayey,Kharif,Wool
96.14294622439331,49.51666286160947,60.02005501949601,7.133464806278674,87.1314962995726,28.700520518335868,Loamy,Kharif,Wool
27.133573090592265,46.60518728347343,10.783819892891945,5.95883243459463,72.88886982761281,20.24569759988763,Loamy,Kharif,Wool
94.85149342437514,16.430948890934282,62.32403767997738,5.996826586485713,82.93159182706727,24.01811019711604,Sandy,Rabi,Wool
75.4880776435675,28.78014094890511,33.94053651756959,6.076346616572672,68.59951543107378,22.64883638766262,Clayey,Kharif,Orange Juice
55.97242171518588,19.2389395778307,26.69284787060904,5.905269664401054,67.0063344382191,15.691599277404812,Silty,Zaid,Orange Juice
29.880359383954445,27.98041928377413,67.96242152039106,7.1663110541637955,76.88101710669095,17.871655498902946,Loamy,Kharif,Orange Juice
45.237031153200384,32.329900327276455,12.592795914793681,6.534180260107635,83.47234166527372,19.071634742647877,Loamy,Zaid,Orange Juice
44.217834874367405,13.964161769878414,62.751426522654064,6.662071821372525,78.58917029145216,18.830101865370693,Silty,Kharif,Orange Juice
75.71183945730789,29.62670974579105,34.04491541496771,5.9057723816977115,69.08781709844851,22.961356993317466,Clayey,Kharif,Orange Juice
60.80016626604668,23.136892289109728,68.5507949614398,7.374919694159386,82.58181986969872,26.31608015326673,Silty,Zaid,Orange Juice
22.396286414793927,24.418640772306244,10.723053703930953,6.911854542942606,88.16940874147271,19.385096031461213,Clayey,Kharif,Orange Juice
16.439291723669054,8.216239525462193,72.01455899332468,7.579053359616584,61.05292276181053,33.022749162890015,Loamy,Zaid,Orange Juice
58.54775027196646,43.0054244254994,59.30528169872236,6.20707276065996,69.55879102400586,34.759705148580395,Silty,Zaid,Orange Juice
45.86648308145583,32.96000878556906,12.472676790423936,6.790439226007876,82.06597717401895,19.412652601718595,Loamy,Zaid,Orange Juice
95.43356747710938,25.84060190360644,65.2759681633917,5.736903306710583,53.75103438972052,17.314824650092138,Silty,Zaid,Orange Juice
58.95214758252897,42.71147940829382,59.637363727877435,6.747853593673039,69.78415741706443,33.20872344392505,Silty,Zaid,Orange Juice
60.770577956540556,6.622618433887216,69.66287617831179,6.576234538811753,59.36749773873943,22.642676252368023,Silty,Rabi,Orange Juice
43.94474636237296,15.265408424767179,61.172656746218955,7.010412831100277,78.9454317635074,19.06597102627029,Silty,Kharif,Orange Juice
23.033747395563065,18.157989638961084,77.74145468597992,6.022322163399336,89.17322298715568,17.524083536656068,Clayey,Zaid,Orange Juice
14.307518548121172,27.74857814293457,78.0196190397733,7.725729215529777,71.88539327978117,20.618413766071008,Silty,Zaid,Orange Juice
78.78844217456324,40.749739202128936,78.91019997219237,6.936515092732925,63.4331152991638,35.39442596406994,Loamy,Zaid,Orange Juice
46.04056000905971,35.08572730019411,66.9996673279096,5.3265604497238,68.39972139107343,20.647646871423884,Loamy,Zaid,Orange Juice
93.07338429286261,39.507913947054,13.077923111636402,6.370920030534999,71.285413131712,31.592516733506763,Loamy,Zaid,Orange Juice
21.502000553852337,23.676306216537473,10.863223084691304,6.8064583579072,89.35971754652894,19.66732271908498,Clayey,Kharif,Orange Juice
74.87235974103385,29.085678130219776,33.347981632308766,5.074764700004872,69.8014940433619,22.321980004719922,Clayey,Kharif,Orange Juice
49.99309828314838,33.782119819238446,33.245578626345264,6.311168104704259,73.2263569809301,16.995798771896066,Clayey,Zaid,Orange Juice
43.61715316187967,13.862786145740294,61.946163206189794,6.642360994887504,79.04089914633165,19.324927221893454,Silty,Kharif,Orange Juice
13.216397157443566,18.405944230549242,67.22954233519359,6.477592587978397,59.24418665040738,18.037759600349432,Silty,Zaid,Orange Juice
59.193879685038475,23.621855706383826,68.30693686625662,5.695768864216281,83.45293036298929,26.475622147418612,Silty,Zaid,Orange Juice
59.668872363432605,23.475326920155947,68.4320344820435,6.635344541028413,81.85903490412555,27.45114361289993,Silty,Zaid,Orange Juice
52.143898572811274,37.794300248830794,39.795339579633655,8.109009956251311,61.95107388329994,28.022300773891562,Clayey,Kharif,Orange Juice
83.02041824737047,18.953165885050137,14.071618916009838,5.449641868899043,64.83393183321348,33.28195312271658,Silty,Zaid,Orange Juice
96.23748210355126,26.105298114777376,65.29515712222185,5.155886014527486,53.540618071481234,17.531645967775347,Silty,Zaid,Orange Juice
42.1812734178897,19.824767917578846,36.780760719789114,6.736433269934255,74.07611688514517,25.668788559477317,Silty,Kharif,Orange Juice
50.08579509496594,33.87897779934543,33.4001701200037,5.874362306912734,73.5131564189858,17.575204660916505,Clayey,Zaid,Orange Juice
45.26126325200185,31.25092317553058,11.478733213485041,7.058821042087505,81.48659539537076,19.477846641006124,Loamy,Zaid,Orange Juice
59.02780262030708,43.878996015851,60.204093678534655,5.79424677233778,69.91102808202672,33.98369911294106,Silty,Zaid,Orange Juice
52.97186740444106,37.01161778133384,40.0529858443705,7.044199438215039,61.556601517071385,28.51802738890487,Clayey,Kharif,Orange Juice
11.490320812917538,6.202984802904147,58.522884107236116,6.243800098636612,66.65668215708331,23.871952323976505,Loamy,Kharif,Orange Juice
72.86163238729678,41.99456511165635,10.028529917568477,6.891983787486133,71.0369580072576,30.85331709812092,Loamy,Kharif,Orange Juice
22.769877701495517,24.262978839302335,11.85922671656673,6.806106205535351,88.69617694544976,19.7850811449132,Clayey,Kharif,Orange Juice
29.782063194384328,28.44582752335385,69.04769712791541,7.032410241486936,78.02517541243816,18.231524244590307,Loamy,Kharif,Orange Juice
22.389363434801943,23.977440786881814,11.417472548666836,6.2749424524866555,89.18108771306802,19.14482765696595,Clayey,Kharif,Orange Juice
50.232870119056095,27.81094522224768,16.160435120362195,5.38191125606136,64.17657899440805,31.051163332214916,Clayey,Rabi,Turmeric
26.612861062864297,9.165526363203572,16.93439919147903,7.217421485490611,71.6930407070239,23.600796617794828,Silty,Kharif,Turmeric
39.60183137335851,20.78053242993861,10.779681296885306,6.648633181929903,77.7445356793938,34.478259481663734,Silty,Rabi,Turmeric
17.284965381737077,46.255613705588345,71.83528839404728,7.210213922202225,86.39755256215551,24.45026003336705,Loamy,Zaid,Turmeric
81.01158137368729,39.20518662423584,54.0046564704634,6.487466739953886,54.24606752961767,17.44042698798746,Silty,Zaid,Turmeric
32.80659164340774,30.94723517167713,20.62034688955077,6.779960813026866,79.58238323546306,31.2644758994349,Clayey,Kharif,Turmeric
98.84717361011583,31.31153028252548,48.27763677124003,6.7234883039262545,89.50011225686839,22.500976627790365,Clayey,Zaid,Turmeric
24.28754395716926,21.99128803544135,19.957982496389835,6.6004875823243445,82.24273746928951,31.57606615690038,Silty,Kharif,Turmeric
24.78486462059258,21.823865588834444,18.593955858186824,5.522465753099777,82.43926529000828,31.896398839198156,Silty,Kharif,Turmeric
15.93408063782824,40.09043739695465,56.64901064380975,6.009892831643535,87.6388910184929,26.25884565117042,Loamy,Zaid,Turmeric
52.256409065067515,9.085130995128702,25.447011361677294,6.550977794668112,60.41956148165405,29.55827021863126,Clayey,Rabi,Turmeric
28.865948156507507,30.368329783488864,34.88743121517895,7.8073186409229525,61.546616742197905,16.008143089800264,Loamy,Kharif,Turmeric
15.90912941110153,24.347789588502735,23.90731555490611,6.704453384939723,51.38669721021395,35.13641643425971,Loamy,Zaid,Turmeric
68.2971445231971,46.84669212240853,63.78673579654358,5.419969602120622,56.97901010683869,33.45727529017259,Loamy,Rabi,Turmeric
46.768509847593876,43.20504010374092,71.08124023363334,6.5363325553079825,79.76770722408982,23.64814860213351,Clayey,Zaid,Turmeric
33.11100759659024,30.771530489962434,20.638202075354528,6.6009397844373865,80.555814388614,30.926630651099927,Clayey,Kharif,Turmeric
24.837771443672846,21.028478213689304,19.049213174584917,6.572189896854169,81.71808062705183,31.887591017095968,Silty,Kharif,Turmeric
52.3408153128341,8.814567864522717,23.655324429530147,6.253674477253945,60.505104977989824,29.39057684232766,Clayey,Rabi,Turmeric
37.912760948079836,35.77698991367618,44.38142247634464,6.718707681519547,74.10664903885632,21.01936035891762,Clayey,Rabi,Turmeric
25.520930033833693,43.13676791449697,11.074847333274178,6.290529989996649,87.0368030037365,23.360070929410952,Clayey,Zaid,Turmeric
25.189629511792774,11.703133343349029,25.832922522429897,7.007604900499377,89.1976486931143,26.442245267037897,Clayey,Zaid,Turmeric
23.95483783883356,21.046990927815738,18.918440639428976,6.66545416275282,82.78469355192485,31.929088488842684,Silty,Kharif,Turmeric
69.62420096428365,46.78059360928474,63.621817790253644,6.389692063917898,56.314856623075976,32.866414685170305,Loamy,Rabi,Turmeric
33.379227316072296,31.814597943998123,19.99675953502564,6.470963566964542,80.11121915248343,30.48141050867177,Clayey,Kharif,Turmeric
83.52963476208181,30.7993289864313,43.991522734078714,6.959262455032753,82.15554524245545,17.249805938741773,Silty,Zaid,Turmeric
31.911066967009365,30.92272373885375,20.272274303710123,5.632901037480372,79.71480506897055,29.72769945929091,Clayey,Kharif,Turmeric
47.08788651149411,44.65482635459844,70.72304922079836,6.4067008211061065,80.1509013502627,23.475257842517745,Clayey,Zaid,Turmeric
27.69572964165249,9.137471207823264,17.075478281732337,7.220646180227657,71.55745152815584,23.843913905403326,Silty,Kharif,Turmeric
80.66390564893284,39.155360816966365,55.26795810521091,5.225631550523528,53.3114300689365,17.78762652403764,Silty,Zaid,Turmeric
65.65019847527084,32.58739579051574,41.183384643475236,5.869156663989724,70.96626910576903,22.92148996953342,Clayey,Zaid,Turmeric
27.813992520353718,8.684137537450995,16.464084872371703,7.63702023789203,71.87795566022949,23.522729829110464,Silty,Kharif,Turmeric
50.05339429584379,28.047705582040276,16.18998280436385,5.8738120246643515,64.81907669372853,30.073758213976834,Clayey,Rabi,Turmeric
32.256298783239245,30.43825428960958,21.370787163137408,5.855902286599621,80.10222184566611,30.395168361032976,Clayey,Kharif,Turmeric
83.79783778032903,11.624517388658806,29.112255237993896,7.521190682415285,77.95595402825195,25.14754104130158,Loamy,Rabi,Turmeric
41.46800958805196,13.978379274226768,21.20062772503592,7.604999969915971,74.77139989232838,22.17380836779478,Loamy,Kharif,Turmeric
81.21408878911772,39.06265653841005,54.1941506567391,5.7409871979753575,54.04053736526331,17.27528818213459,Silty,Zaid,Turmeric
42.78450530170848,13.077385245601402,22.10220035434833,7.068548508165941,75.14443625039449,21.434018567999583,Loamy,Kharif,Turmeric
66.00924166563694,33.267357486559675,41.463559231651,5.637841579927749,70.47396688467401,23.63128941710372,Clayey,Zaid,Turmeric
37.30069381017268,35.29074342224664,44.12391555076596,6.325627272814309,72.67110513708452,20.848695997582222,Clayey,Rabi,Turmeric
26.058765921319154,42.74639413062959,11.604272088067004,4.771131394604758,87.67298938907942,22.995507210458296,Clayey,Zaid,Turmeric
68.16474724355648,9.003090890224493,41.866983518189464,6.493480335056573,66.25811909210142,34.65171856650857,Clayey,Kharif,Rubber
97.59291134187062,41.4181024137184,42.37692625010366,7.522902088349783,76.02633084283754,30.540889650563887,Silty,Zaid,Rubber
45.76828435295612,17.83526566279526,43.680462621561375,6.943107538070262,79.82908666637265,32.29194955794263,Loamy,Kharif,Rubber
44.211368488743595,47.52542689049157,75.07630577274406,7.333427562080164,68.36762953105111,26.995674678882214,Loamy,Kharif,Rubber
61.927259927163576,38.912534058913295,73.0713639320607,6.195887993669954,88.21195548664544,20.464534045815398,Clayey,Kharif,Rubber
87.56484312506784,12.747159077866284,14.811054638556282,6.810548747964795,50.28061837340299,32.87924489684434,Clayey,Zaid,Rubber
44.7183760017129,46.70435836580151,74.20645132367305,6.337582200890297,68.45972284434204,27.153129331864115,Loamy,Kharif,Rubber
63.19508063226273,38.2125380506895,73.9768829867542,7.246851442258236,87.71419305222472,20.353533773110378,Clayey,Kharif,Rubber
97.62709330852341,40.59077496787262,42.74890572986248,7.088870583010992,75.6068453166509,29.54007985123651,Silty,Zaid,Rubber
11.709680632213297,12.719964409750698,41.25696496545683,6.396836380845113,87.27367518847585,35.661789287830686,Silty,Kharif,Rubber
47.989440460706525,19.5157993937874,32.898289272641165,5.690209026074913,73.98071336376346,28.727537804678658,Silty,Kharif,Rubber
78.88423450093899,39.187103912906906,38.219922340132,7.295549835421084,62.4507638528707,19.047872185988354,Loamy,Zaid,Rubber
56.83698313010532,30.445261122581748,71.98175881942421,6.844050534337511,86.37985055954384,34.68729446686123,Silty,Rabi,Rubber
29.640581042736574,49.61056913703995,38.38058720605113,6.635397389645161,64.49444341103157,26.467274656619782,Silty,Rabi,Rubber
62.41396761184108,38.19941904567368,72.85372403648847,6.04219730656561,87.61646297387895,19.631282291470857,Clayey,Kharif,Rubber
44.35098416885362,47.06210851556388,74.8668245350574,7.133881561651836,67.60725573576886,27.922199261794916,Loamy,Kharif,Rubber
54.001471977851295,13.110521072048414,57.36155636843558,7.162544381916453,64.4275897554352,34.17829375598911,Silty,Rabi,Rubber
71.76530290736494,17.677775434046413,59.85846755593394,6.047157615337154,83.90074919620639,17.94503879509868,Clayey,Rabi,Rubber
31.341744583287362,34.00769846189166,45.91523635694356,6.117745522690928,79.34783133830811,19.082861083073706,Clayey,Kharif,Rubber
13.229917589709311,11.411560140172428,42.9823535868188,6.293632209628678,86.6252773733677,34.70220297261422,Silty,Kharif,Rubber
91.15326632975633,40.95976906726558,69.63590191776245,7.037537037727903,84.48445396153492,28.86244236395357,Silty,Zaid,Rubber
45.63017315294479,19.599980468753852,43.89556423926463,7.0215847362552575,79.68197516870394,32.28319874254565,Loamy,Kharif,Rubber
45.18220101062335,47.758388008512284,75.50155349769109,6.361880742966407,67.61776858762184,28.179931276682556,Loamy,Kharif,Rubber
31.884312107402447,26.36604332430317,79.17154865113515,4.7144708275295,63.17963960422296,23.312766968345787,Loamy,Kharif,Rubber
33.62287309920635,29.54390719047845,46.81260348024939,6.998707970501268,61.72732889688759,33.51180315613187,Loamy,Rabi,Rubber
57.23670977715841,31.59172145676873,71.18073888466942,6.691469330334742,85.63860664045552,34.38918198382024,Silty,Rabi,Rubber
61.32793028055417,38.11269324401066,72.82397934227853,5.697734358102628,87.51198615685188,20.3596186854563,Clayey,Kharif,Rubber
32.62410958727213,28.476851893110027,45.6979099770296,7.4862868297784075,61.36810864668478,33.61317626976432,Loamy,Rabi,Rubber
79.61347368350404,8.0877652658942,66.46190088623355,5.864255079990181,57.87550731939482,22.46054461997635,Silty,Kharif,Rubber
58.70676896866598,30.214571057342784,71.02363822639948,6.7046475565103,86.51625983464946,34.81327532912356,Silty,Rabi,Rubber
98.64059634343268,42.87586763079345,42.22735928038096,7.537344059905054,71.62340866431693,17.213925717515423,Loamy,Zaid,Rubber
99.5529068280392,42.64217977307946,42.983888288267444,7.738549414987312,71.81101600869351,17.978676355759415,Loamy,Zaid,Rubber
29.3214018823513,48.49080343278817,38.873508880733596,6.580687201543069,64.10077532478113,26.257010091015992,Silty,Rabi,Rubber
99.44041102520171,43.39044666637115,41.61182625253563,6.744394721632322,71.1949306125499,17.060713627139,Loamy,Zaid,Rubber
29.27930117715564,48.46548873241635,38.46811608450432,7.042526590635833,63.402177488598944,26.883424557355063,Silty,Rabi,Rubber
27.873039944635615,25.46261630088184,21.281436599457955,7.15047751313328,59.29756096786957,34.68008098214417,Loamy,Zaid,Rubber
46.86598424150482,19.60981945840727,34.05248108536904,5.386447899806854,74.39290877349366,29.11268485309728,Silty,Kharif,Rubber
32.13866524219641,26.141587117905278,77.86458494627503,5.512271184745385,63.29086435942932,22.504432947339843,Loamy,Kharif,Rubber
30.86508684728924,27.148748410313424,78.30206823474624,6.25655585315524,63.79327856273574,22.849224819291532,Loamy,Kharif,Rubber
11.985350558669893,11.64384511041064,42.42299674035957,6.335201708364872,86.81083206761201,35.27255144162533,Silty,Kharif,Rubber
70.27959938789076,7.342510008496796,28.007136078621222,6.571973403993574,76.11657933341993,27.99862959369034,Clayey,Rabi,Wheat
24.89379690823881,27.28446216527144,43.582087889739576,6.9807134313545065,85.63929846497689,31.5372804195907,Clayey,Kharif,Wheat
54.542366839684,47.94003965828887,10.019743756098414,5.777407997285763,63.78635295841037,18.363870060116632,Clayey,Kharif,Wheat
69.920031001022,7.603628805510696,27.48090524792041,5.890165822262317,77.2008774090508,28.254738044032617,Clayey,Rabi,Wheat
63.94322134537172,15.364697082434224,72.76329692139275,6.302422015363777,74.68617278345643,27.4596688765681,Clayey,Zaid,Wheat
26.253175877853426,14.862730092476566,67.28005445391888,5.38063857329261,71.14177483855117,23.730165531076803,Silty,Zaid,Wheat
96.35082758332557,33.190623874650036,51.04913137406637,5.71494721752299,78.07970758506544,15.335578080640625,Loamy,Rabi,Wheat
50.94918665921452,13.071733338301703,73.25254684205866,5.736803897679717,76.89419002244796,24.455627316916402,Clayey,Kharif,Wheat
87.8125710380206,6.9823190646533835,47.39994443129235,5.924562277744805,76.63118812181735,24.712695137147502,Clayey,Zaid,Wheat
73.41945987708174,45.14480904066164,63.791129611220924,5.955683192209031,89.5418090755449,28.828400304849666,Silty,Rabi,Wheat
69.71984730038335,34.99151916330549,65.1711353849656,6.8450795465219905,71.17232859656423,18.22102324570578,Clayey,Kharif,Wheat
23.82340328147465,22.610166048042448,27.292238553363337,4.9202814409492515,55.52118564301713,31.997686896742586,Clayey,Rabi,Wheat
17.145827350540493,13.711602602787126,41.267286917160135,7.435453440982516,67.73761094781004,30.29717917039466,Silty,Rabi,Wheat
80.11150416074994,35.323508937751214,52.969913405657685,5.864797611107285,80.99110563913297,26.23331491215883,Loamy,Kharif,Wheat
72.72135534432309,44.95336981295475,63.181725128878504,5.684722210572003,90.60805311668244,28.340538340628797,Silty,Rabi,Wheat
21.982573088543262,17.986606648248287,12.123799560726582,5.483763516542559,62.84424493998082,26.775685272124626,Silty,Rabi,Wheat
63.58804988958395,15.41305322271735,72.61867215284282,6.066522341805638,75.22036486481805,27.47666998006445,Clayey,Zaid,Wheat
23.900456932980557,22.552705897644618,28.05014740707513,5.400208037560333,55.074380712098225,32.86322243314007,Clayey,Rabi,Wheat
21.982861568435982,17.34224336468815,11.516624097697862,5.393747569768565,63.4543773284225,26.467028153180078,Silty,Rabi,Wheat
54.74125060183923,6.156399366853879,49.27944403240066,7.878691043657902,81.11681231449327,32.83281157981713,Silty,Kharif,Wheat
38.26903860535921,45.10744966667682,29.96910002863493,6.222651419693736,72.02105356097995,23.724520940671702,Clayey,Kharif,Wheat
73.49953584239061,44.698926487846755,63.63750300603201,6.506445399809501,89.85535559827167,29.69320240894693,Silty,Rabi,Wheat
83.55365088684358,11.457327595228394,56.88826929117063,5.800187716401149,84.1688672694608,23.017379227294295,Silty,Kharif,Wheat
16.937888108347487,13.756287974796571,40.93546655884427,6.478354186227363,68.16759615886865,30.902254530202043,Silty,Rabi,Wheat
74.25818999590089,44.35060717172331,62.612478482754476,5.267934943281894,90.44897192201644,28.033902470662866,Silty,Rabi,Wheat
26.838973622780102,20.02360333348423,49.72827390277547,5.4771550530689295,68.60201959111373,14.974099552844232,Loamy,Zaid,Wheat
69.79313412932638,35.83740527093857,65.43822895655629,6.686193755245433,71.07732509241734,18.53347704875324,Clayey,Kharif,Wheat
26.57095318123115,20.31701942218985,49.12648504244835,5.603947868252471,68.81591553865175,15.958842966604372,Loamy,Zaid,Wheat
21.18632843782018,9.042827358376956,67.48187834413066,7.263457007708857,71.86500238831367,19.680434109655685,Silty,Zaid,Wheat
74.86229500184696,9.291290100829158,37.64031919410831,6.011964806838302,81.33484288244377,26.197885013716604,Loamy,Zaid,Wheat
69.91568781381017,7.835079417349733,26.578473327043547,5.980651769015597,76.3784702934871,28.356107503078704,Clayey,Rabi,Wheat
74.28977635441082,11.276909519223652,37.981298128138505,7.147647741239225,80.64122580798767,26.218913058990072,Loamy,Zaid,Wheat
84.22051204423035,11.114165226257882,57.22429421500256,4.928234373136938,84.52977117762022,23.74696913278284,Silty,Kharif,Wheat
97.56021973542738,33.40857517993098,51.62759197785475,7.05818466437267,77.87392287818038,14.853913375503886,Loamy,Rabi,Wheat
97.10237418386276,34.6146386266959,52.229014429781465,6.624116082051911,78.32530957064998,16.38817987543937,Loamy,Rabi,Wheat
74.49981713553505,45.05205887208785,63.989276364605225,5.207302491174826,89.84078386946781,28.630949811148593,Silty,Rabi,Wheat
97.54295984548048,34.20003041323989,50.66217360656868,6.751800383688666,77.30260091577544,16.534488340537408,Loamy,Rabi,Wheat
42.71673833553792,31.741610965425114,77.64978236258324,7.062376302458795,85.75393402919563,33.76814054737324,Clayey,Kharif,Wheat
27.782307581543495,48.98649701308402,55.28349708836046,5.603724998526808,82.48399514524367,19.857799000831527,Silty,Zaid,Wheat
24.08890741383779,22.76473357442509,27.188009459583245,6.035166454040092,55.145380518153786,32.042766426557314,Clayey,Rabi,Wheat
79.80938140815495,11.987357301097816,11.94641920713017,6.536538869772659,84.01163758895878,24.512766069107016,Loamy,Zaid,Sunflower Seeds
36.91758920261703,20.15540842038719,56.66136210061755,6.206086940258729,60.674415721322106,20.91176894917741,Silty,Kharif,Sunflower Seeds
13.667707906575124,45.44204871704783,35.72485960830263,6.011980138465638,73.73892916291102,19.59992531959552,Silty,Rabi,Sunflower Seeds
56.960318161506386,12.108402778114348,38.51198786242265,6.794158927479588,56.507508770398445,26.494515728957776,Clayey,Rabi,Sunflower Seeds
42.466883716313404,23.6057417173418,36.55967891391711,6.256706711438479,57.87853777318795,29.41226438892591,Silty,Rabi,Sunflower Seeds
60.949575283155106,7.257490977556956,18.870884769990266,5.825661436500032,54.02190504931042,22.105338717203395,Silty,Zaid,Sunflower Seeds
89.16505951698211,29.124074764971553,19.364189140027964,7.412225095435668,81.87945792588786,34.028282814568016,Clayey,Zaid,Sunflower Seeds
89.00533610715284,27.739030957330712,19.734053837638225,6.693914372923103,82.0577084695833,33.13448857089808,Clayey,Zaid,Sunflower Seeds
84.5266671708218,13.902213592467678,37.14199739934926,6.885952596398208,72.00649567642527,32.06003755743202,Clayey,Rabi,Sunflower Seeds
84.45738544125746,13.234626738515175,37.90105321063139,6.361455880257701,72.93521681984757,31.080965376726805,Clayey,Rabi,Sunflower Seeds
17.610110646111057,8.688717233277996,19.470452483004546,6.362846577167987,81.8733022830807,17.1554997426786,Silty,Zaid,Sunflower Seeds
